Id,SalePrice
1670,306166.0
1671,255757.0
1672,369748.0
1673,285282.0
1674,247985.0
1675,184172.0
1676,196089.0
1677,215761.0
1678,385542.0
1679,314913.0
1680,281274.0
1681,240634.0
1682,284453.0
1683,193998.0
1684,203369.0
1685,177990.0
1686,178614.0
1687,181022.0
1688,204000.0
1689,206732.0
1690,216379.0
1691,203205.0
1692,261421.0
1693,184029.0
1694,191438.0
1695,186659.0
1696,268405.0
1697,189825.0
1698,322849.0
1699,288947.0
1700,240610.0
1701,270076.0
1702,254091.0
1703,254632.0
1704,277430.0
1705,234845.0
1706,370991.0
1707,197261.0
1708,207416.0
1709,270584.0
1710,231844.0
1711,268000.0
1712,254209.0
1713,265983.0
1714,222088.0
1715,206415.0
1716,187747.0
1717,191288.0
1718,126822.0
1719,217200.0
1720,243609.0
1721,182660.0
1722,114411.0
1723,160458.0
1724,223830.0
1725,233630.0
1726,174532.0
1727,156513.0
1728,193564.0
1729,164846.0
1730,174017.0
1731,114690.0
1732,117621.0
1733,108388.0
1734,108788.0
1735,128114.0
1736,102934.0
1737,317619.0
1738,237350.0
1739,275032.0
1740,193967.0
1741,186975.0
1742,159036.0
1743,176581.0
1744,279378.0
1745,224395.0
1746,223129.0
1747,231447.0
1748,212995.0
1749,155718.0
1750,145805.0
1751,239249.0
1752,112682.0
1753,156675.0
1754,216298.0
1755,159584.0
1756,119692.0
1757,96946.0
1758,145008.0
1759,180851.0
1760,161241.0
1761,157161.0
1762,166211.0
1763,172178.0
1764,111448.0
1765,196923.0
1766,189984.0
1767,223626.0
1768,136118.0
1769,179445.0
1770,158251.0
1771,114463.0
1772,128365.0
1773,107895.0
1774,135774.0
1775,142393.0
1776,119430.0
1777,97747.0
1778,141595.0
1779,122830.0
1780,193263.0
1781,115865.0
1782,46494.0
1783,134650.0
1784,83546.0
1785,97766.0
1786,128914.0
1787,165108.0
1788,4733.0
1789,96228.0
1790,38620.0
1791,203650.0
1792,152980.0
1793,155151.0
1794,177785.0
1795,127131.0
1796,133976.0
1797,124086.0
1798,106138.0
1799,100521.0
1800,109500.0
1801,97877.0
1802,149992.0
1803,162309.0
1804,129569.0
1805,147761.0
1806,139378.0
1807,176879.0
1808,123048.0
1809,111011.0
1810,133995.0
1811,53414.0
1812,84723.0
1813,116861.0
1814,76910.0
1815,12608.0
1816,91659.0
1817,95683.0
1818,157466.0
1819,128013.0
1820,37096.0
1821,110837.0
1822,158142.0
1823,9577.0
1824,136653.0
1825,136772.0
1826,86254.0
1827,102428.0
1828,129507.0
1829,155291.0
1830,162153.0
1831,191110.0
1832,103962.0
1833,156547.0
1834,133910.0
1835,114364.0
1836,123753.0
1837,72750.0
1838,122562.0
1839,82120.0
1840,141751.0
1841,136007.0
1842,81089.0
1843,120530.0
1844,133431.0
1845,131676.0
1846,145775.0
1847,159912.0
1848,-4833.0
1849,116613.0
1850,119604.0
1851,146762.0
1852,119408.0
1853,118543.0
1854,185537.0
1855,159110.0
1856,237138.0
1857,145514.0
1858,132681.0
1859,123472.0
1860,155952.0
1861,122376.0
1862,278293.0
1863,276735.0
1864,276745.0
1865,319730.0
1866,302597.0
1867,239625.0
1868,278014.0
1869,225470.0
1870,245384.0
1871,247632.0
1872,175077.0
1873,227287.0
1874,134105.0
1875,206793.0
1876,205383.0
1877,220324.0
1878,203463.0
1879,106471.0
1880,142462.0
1881,244373.0
1882,247131.0
1883,193245.0
1884,208049.0
1885,250827.0
1886,271819.0
1887,222715.0
1888,273358.0
1889,168144.0
1890,113500.0
1891,145982.0
1892,70772.0
1893,132692.0
1894,97468.0
1895,153788.0
1896,117031.0
1897,112658.0
1898,120244.0
1899,149105.0
1900,142974.0
1901,164234.0
1902,132605.0
1903,223501.0
1904,132074.0
1905,183903.0
1906,157912.0
1907,202652.0
1908,130289.0
1909,150564.0
1910,135830.0
1911,208305.0
1912,289684.0
1913,155770.0
1914,46815.0
1915,247314.0
1916,23424.0
1917,260271.0
1918,147986.0
1919,184347.0
1920,178493.0
1921,331940.0
1922,288632.0
1923,229164.0
1924,224296.0
1925,231113.0
1926,329983.0
1927,122000.0
1928,164106.0
1929,106143.0
1930,139049.0
1931,141266.0
1932,134356.0
1933,149466.0
1934,186977.0
1935,176416.0
1936,185564.0
1937,185268.0
1938,172364.0
1939,246068.0
1940,187752.0
1941,183421.0
1942,190933.0
1943,207389.0
1944,274782.0
1945,317766.0
1946,165702.0
1947,270447.0
1948,175755.0
1949,241191.0
1950,205158.0
1951,260736.0
1952,230798.0
1953,174125.0
1954,218263.0
1955,133314.0
1956,295975.0
1957,175211.0
1958,289860.0
1959,132667.0
1960,86120.0
1961,114285.0
1962,106691.0
1963,113880.0
1964,93542.0
1965,137319.0
1966,149712.0
1967,268643.0
1968,328533.0
1969,322038.0
1970,340128.0
1971,371568.0
1972,326945.0
1973,266067.0
1974,289788.0
1975,397440.0
1976,280254.0
1977,315274.0
1978,299301.0
1979,289696.0
1980,194518.0
1981,292030.0
1982,226551.0
1983,211503.0
1984,181605.0
1985,227874.0
1986,241394.0
1987,196149.0
1988,183306.0
1989,206430.0
1990,220982.0
1991,215795.0
1992,225689.0
1993,185516.0
1994,239119.0
1995,200128.0
1996,254727.0
1997,279796.0
1998,292433.0
1999,268690.0
2000,286295.0
2001,257308.0
2002,248954.0
2003,256901.0
2004,273145.0
2005,227310.0
2006,215965.0
2007,254146.0
2008,215412.0
2009,193964.0
2010,208760.0
2011,146757.0
2012,183805.0
2013,170051.0
2014,185502.0
2015,195313.0
2016,191950.0
2017,206181.0
2018,109975.0
2019,129322.0
2020,82953.0
2021,91958.0
2022,187575.0
2023,129379.0
2024,250594.0
2025,324139.0
2026,183147.0
2027,150592.0
2028,168835.0
2029,162575.0
2030,256033.0
2031,246603.0
2032,238963.0
2033,250171.0
2034,168341.0
2035,223898.0
2036,211474.0
2037,214274.0
2038,298598.0
2039,211460.0
2040,317377.0
2041,269007.0
2042,212011.0
2043,163590.0
2044,183447.0
2045,211205.0
2046,134733.0
2047,132059.0
2048,134620.0
2049,127708.0
2050,181741.0
2051,103634.0
2052,122298.0
2053,140310.0
2054,64742.0
2055,152069.0
2056,149125.0
2057,97940.0
2058,205147.0
2059,126472.0
2060,178826.0
2061,190346.0
2062,114848.0
2063,102132.0
2064,126129.0
2065,116309.0
2066,180837.0
2067,126618.0
2068,136697.0
2069,70251.0
2070,94370.0
2071,68547.0
2072,156682.0
2073,131834.0
2074,189575.0
2075,143223.0
2076,122720.0
2077,128092.0
2078,107315.0
2079,136756.0
2080,124756.0
2081,115933.0
2082,102585.0
2083,138463.0
2084,95607.0
2085,106765.0
2086,155906.0
2087,131753.0
2088,109753.0
2089,63458.0
2090,122965.0
2091,67491.0
2092,148016.0
2093,129596.0
2094,134233.0
2095,138665.0
2096,79570.0
2097,74059.0
2098,141483.0
2099,9142.0
2100,41669.0
2101,111049.0
2102,150785.0
2103,92705.0
2104,142680.0
2105,116671.0
2106,21739.0
2107,211234.0
2108,117662.0
2109,100383.0
2110,123428.0
2111,176605.0
2112,125726.0
2113,115240.0
2114,122836.0
2115,156168.0
2116,119154.0
2117,145141.0
2118,131168.0
2119,109696.0
2120,115646.0
2121,69946.0
2122,85571.0
2123,107290.0
2124,187111.0
2125,129839.0
2126,151935.0
2127,155027.0
2128,136214.0
2129,116509.0
2130,128843.0
2131,161298.0
2132,127209.0
2133,135886.0
2134,129521.0
2135,114677.0
2136,15937.0
2137,106538.0
2138,129351.0
2139,155336.0
2140,136460.0
2141,157057.0
2142,108839.0
2143,137669.0
2144,100158.0
2145,135933.0
2146,182793.0
2147,148515.0
2148,158319.0
2149,131020.0
2150,230519.0
2151,136065.0
2152,160378.0
2153,153308.0
2154,90478.0
2155,144227.0
2156,247368.0
2157,240435.0
2158,230083.0
2159,223988.0
2160,185674.0
2161,253095.0
2162,339847.0
2163,309116.0
2164,243289.0
2165,206965.0
2166,147451.0
2167,213987.0
2168,191792.0
2169,193515.0
2170,218895.0
2171,147350.0
2172,126588.0
2173,174858.0
2174,234662.0
2175,293483.0
2176,277833.0
2177,236759.0
2178,227369.0
2179,146110.0
2180,244063.0
2181,196590.0
2182,224158.0
2183,193786.0
2184,117500.0
2185,120862.0
2186,163780.0
2187,160142.0
2188,164448.0
2189,296224.0
2190,56444.0
2191,56450.0
2192,43125.0
2193,95971.0
2194,97510.0
2195,86841.0
2196,77593.0
2197,95883.0
2198,180054.0
2199,194125.0
2200,139460.0
2201,141126.0
2202,206226.0
2203,124497.0
2204,148034.0
2205,98929.0
2206,134605.0
2207,210112.0
2208,253314.0
2209,192739.0
2210,129081.0
2211,134798.0
2212,120297.0
2213,80364.0
2214,129345.0
2215,99323.0
2216,139794.0
2217,16331.0
2218,77474.0
2219,75293.0
2220,44431.0
2221,245823.0
2222,225259.0
2223,265814.0
2224,231601.0
2225,126376.0
2226,180044.0
2227,212874.0
2228,266048.0
2229,240550.0
2230,142486.0
2231,203215.0
2232,195886.0
2233,181359.0
2234,246148.0
2235,207808.0
2236,261771.0
2237,289164.0
2238,240797.0
2239,118019.0
2240,157524.0
2241,125448.0
2242,113757.0
2243,110271.0
2244,86696.0
2245,81959.0
2246,137305.0
2247,116477.0
2248,118552.0
2249,112670.0
2250,128036.0
2251,109234.0
2252,193703.0
2253,163443.0
2254,182764.0
2255,206757.0
2256,183786.0
2257,195215.0
2258,175752.0
2259,182473.0
2260,166168.0
2261,189499.0
2262,210922.0
2263,308081.0
2264,344674.0
2265,166222.0
2266,259062.0
2267,320683.0
2268,337481.0
2269,166147.0
2270,196070.0
2271,233238.0
2272,226399.0
2273,167898.0
2274,192619.0
2275,176978.0
2276,186553.0
2277,196832.0
2278,168535.0
2279,99327.0
2280,90373.0
2281,163744.0
2282,179025.0
2283,108191.0
2284,98159.0
2285,146740.0
2286,112260.0
2287,300988.0
2288,253784.0
2289,311468.0
2290,341974.0
2291,295725.0
2292,349819.0
2293,357922.0
2294,319864.0
2295,373741.0
2296,253806.0
2297,283958.0
2298,280979.0
2299,308984.0
2300,292795.0
2301,267729.0
2302,247329.0
2303,251589.0
2304,245419.0
2305,187252.0
2306,189621.0
2307,191385.0
2308,223064.0
2309,260849.0
2310,206957.0
2311,211973.0
2312,181674.0
2313,173737.0
2314,185474.0
2315,178820.0
2316,201288.0
2317,191440.0
2318,165996.0
2319,189725.0
2320,190094.0
2321,256780.0
2322,201007.0
2323,192863.0
2324,203408.0
2325,208358.0
2326,185744.0
2327,208916.0
2328,220639.0
2329,197666.0
2330,190700.0
2331,302668.0
2332,337943.0
2333,304976.0
2334,244734.0
2335,255954.0
2336,284207.0
2337,189573.0
2338,261746.0
2339,236080.0
2340,345036.0
2341,205697.0
2342,242508.0
2343,230836.0
2344,230171.0
2345,244049.0
2346,207913.0
2347,189828.0
2348,234766.0
2349,168098.0
2350,269930.0
2351,237732.0
2352,252954.0
2353,239384.0
2354,128833.0
2355,142619.0
2356,154036.0
2357,204688.0
2358,189864.0
2359,130319.0
2360,118591.0
2361,138429.0
2362,257448.0
2363,141689.0
2364,190299.0
2365,227731.0
2366,196989.0
2367,219026.0
2368,198119.0
2369,207494.0
2370,162506.0
2371,138440.0
2372,182418.0
2373,266939.0
2374,285511.0
2375,226589.0
2376,283092.0
2377,319916.0
2378,158218.0
2379,220264.0
2380,154018.0
2381,166291.0
2382,223144.0
2383,220556.0
2384,248461.0
2385,172267.0
2386,136740.0
2387,124027.0
2388,116282.0
2389,130790.0
2390,150225.0
2391,127363.0
2392,96230.0
2393,180208.0
2394,129576.0
2395,189118.0
2396,152073.0
2397,208129.0
2398,114287.0
2399,17766.0
2400,22162.0
2401,112882.0
2402,129769.0
2403,140759.0
2404,138708.0
2405,154128.0
2406,141180.0
2407,115377.0
2408,139917.0
2409,110747.0
2410,193444.0
2411,111159.0
2412,147954.0
2413,113136.0
2414,132587.0
2415,120449.0
2416,135685.0
2417,127462.0
2418,119202.0
2419,98439.0
2420,112983.0
2421,137311.0
2422,104056.0
2423,96617.0
2424,149782.0
2425,219876.0
2426,145591.0
2427,100879.0
2428,173958.0
2429,100473.0
2430,132248.0
2431,100213.0
2432,129010.0
2433,124056.0
2434,126412.0
2435,144541.0
2436,98809.0
2437,94906.0
2438,103118.0
2439,112586.0
2440,129853.0
2441,101238.0
2442,97681.0
2443,128883.0
2444,130938.0
2445,61995.0
2446,111658.0
2447,209617.0
2448,146112.0
2449,105348.0
2450,159946.0
2451,113608.0
2452,218577.0
2453,79349.0
2454,125907.0
2455,135005.0
2456,128586.0
2457,115918.0
2458,121188.0
2459,90932.0
2460,150132.0
2461,114101.0
2462,122626.0
2463,129686.0
2464,174493.0
2465,140462.0
2466,101083.0
2467,164934.0
2468,82063.0
2469,82535.0
2470,196777.0
2471,210917.0
2472,177318.0
2473,92366.0
2474,58135.0
2475,243577.0
2476,91973.0
2477,91930.0
2478,162157.0
2479,94692.0
2480,130471.0
2481,111646.0
2482,118978.0
2483,92434.0
2484,127434.0
2485,118579.0
2486,140220.0
2487,203040.0
2488,173219.0
2489,159644.0
2490,137894.0
2491,82628.0
2492,184950.0
2493,148815.0
2494,157643.0
2495,83884.0
2496,221114.0
2497,151543.0
2498,95797.0
2499,68877.0
2500,106614.0
2501,127042.0
2502,141434.0
2503,75533.0
2504,180755.0
2505,228246.0
2506,252897.0
2507,281267.0
2508,253093.0
2509,224376.0
2510,231737.0
2511,195228.0
2512,205546.0
2513,221475.0
2514,280087.0
2515,137845.0
2516,174241.0
2517,132627.0
2518,141242.0
2519,218052.0
2520,219886.0
2521,198048.0
2522,228160.0
2523,110645.0
2524,123085.0
2525,132643.0
2526,121023.0
2527,104292.0
2528,109950.0
2529,123531.0
2530,108762.0
2531,245510.0
2532,229005.0
2533,205193.0
2534,234316.0
2535,275272.0
2536,242650.0
2537,247121.0
2538,189127.0
2539,201641.0
2540,174881.0
2541,195642.0
2542,147424.0
2543,114732.0
2544,101140.0
2545,135970.0
2546,147344.0
2547,161583.0
2548,163653.0
2549,155731.0
2550,606036.0
2551,142417.0
2552,118329.0
2553,46116.0
2554,77563.0
2555,122924.0
2556,70717.0
2557,92878.0
2558,153167.0
2559,109646.0
2560,159051.0
2561,153609.0
2562,132918.0
2563,135844.0
2564,184301.0
2565,136407.0
2566,112875.0
2567,88775.0
2568,179185.0
2569,195747.0
2570,127530.0
2571,150942.0
2572,188975.0
2573,217643.0
2574,283446.0
2575,134865.0
2576,111829.0
2577,123218.0
2578,81706.0
2579,16091.0
2580,93199.0
2581,115988.0
2582,121331.0
2583,243280.0
2584,180489.0
2585,177388.0
2586,223177.0
2587,217751.0
2588,140637.0
2589,160665.0
2590,210967.0
2591,218757.0
2592,217347.0
2593,242107.0
2594,192915.0
2595,215934.0
2596,291579.0
2597,183890.0
2598,259701.0
2599,306154.0
2600,190760.0
2601,153459.0
2602,50530.0
2603,63370.0
2604,45814.0
2605,52876.0
2606,141912.0
2607,213876.0
2608,209100.0
2609,152359.0
2610,91592.0
2611,118921.0
2612,154131.0
2613,126009.0
2614,108895.0
2615,167700.0
2616,148685.0
2617,186144.0
2618,199683.0
2619,223113.0
2620,189320.0
2621,180453.0
2622,188642.0
2623,232649.0
2624,277315.0
2625,259722.0
2626,172836.0
2627,180317.0
2628,361780.0
2629,360381.0
2630,311551.0
2631,368473.0
2632,326682.0
2633,274433.0
2634,325646.0
2635,165953.0
2636,201414.0
2637,184266.0
2638,252701.0
2639,200457.0
2640,159347.0
2641,84240.0
2642,177003.0
2643,106990.0
2644,122782.0
2645,103078.0
2646,95019.0
2647,103794.0
2648,136014.0
2649,144631.0
2650,147441.0
2651,137048.0
2652,340991.0
2653,253796.0
2654,227393.0
2655,321552.0
2656,289806.0
2657,296882.0
2658,261497.0
2659,277350.0
2660,299141.0
2661,306141.0
2662,309688.0
2663,285745.0
2664,255289.0
2665,306545.0
2666,260551.0
2667,180660.0
2668,194662.0
2669,172979.0
2670,270507.0
2671,195663.0
2672,201078.0
2673,208155.0
2674,222625.0
2675,173496.0
2676,199735.0
2677,211557.0
2678,247307.0
2679,267815.0
2680,273073.0
2681,335697.0
2682,291518.0
2683,385966.0
2684,287649.0
2685,307866.0
2686,250084.0
2687,276928.0
2688,226217.0
2689,208043.0
2690,359430.0
2691,182391.0
2692,125693.0
2693,195158.0
2694,132795.0
2695,207038.0
2696,195048.0
2697,185630.0
2698,195209.0
2699,172330.0
2700,148000.0
2701,151855.0
2702,115791.0
2703,159313.0
2704,155903.0
2705,97053.0
2706,92191.0
2707,128005.0
2708,107624.0
2709,91214.0
2710,112424.0
2711,300654.0
2712,326270.0
2713,175934.0
2714,145273.0
2715,146349.0
2716,141754.0
2717,175025.0
2718,219757.0
2719,138070.0
2720,196686.0
2721,132062.0
2722,146695.0
2723,164686.0
2724,106909.0
2725,122605.0
2726,122558.0
2727,174103.0
2728,183288.0
2729,127879.0
2730,134843.0
2731,127245.0
2732,112797.0
2733,172460.0
2734,155133.0
2735,128432.0
2736,137879.0
2737,108029.0
2738,125930.0
2739,159883.0
2740,141465.0
2741,124210.0
2742,160317.0
2743,133627.0
2744,152188.0
2745,151965.0
2746,121381.0
2747,160369.0
2748,112284.0
2749,115127.0
2750,112158.0
2751,113514.0
2752,235127.0
2753,163236.0
2754,223976.0
2755,132067.0
2756,56691.0
2757,34906.0
2758,71564.0
2759,158214.0
2760,103443.0
2761,134154.0
2762,135330.0
2763,212123.0
2764,176019.0
2765,290007.0
2766,103492.0
2767,48241.0
2768,95430.0
2769,106995.0
2770,170999.0
2771,96168.0
2772,79470.0
2773,141737.0
2774,134766.0
2775,112618.0
2776,154568.0
2777,158739.0
2778,133916.0
2779,90947.0
2780,108191.0
2781,85719.0
2782,68565.0
2783,64166.0
2784,95113.0
2785,106592.0
2786,31323.0
2787,115878.0
2788,36244.0
2789,182194.0
2790,84120.0
2791,100688.0
2792,21952.0
2793,181822.0
2794,57705.0
2795,112885.0
2796,74518.0
2797,203202.0
2798,101176.0
2799,108792.0
2800,50116.0
2801,109880.0
2802,129887.0
2803,162063.0
2804,146006.0
2805,105182.0
2806,67885.0
2807,170723.0
2808,140967.0
2809,119642.0
2810,122273.0
2811,162326.0
2812,155712.0
2813,142968.0
2814,144074.0
2815,88654.0
2816,238901.0
2817,149311.0
2818,115751.0
2819,179604.0
2820,120269.0
2821,104554.0
2822,190500.0
2823,273685.0
2824,156553.0
2825,148368.0
2826,122262.0
2827,122955.0
2828,217370.0
2829,234692.0
2830,225075.0
2831,198299.0
2832,233179.0
2833,265866.0
2834,214672.0
2835,217997.0
2836,189875.0
2837,177307.0
2838,130438.0
2839,171407.0
2840,200218.0
2841,204166.0
2842,225922.0
2843,143183.0
2844,177067.0
2845,105255.0
2846,203258.0
2847,200868.0
2848,239771.0
2849,200411.0
2850,282676.0
2851,224460.0
2852,243427.0
2853,227845.0
2854,149412.0
2855,215375.0
2856,199276.0
2857,190939.0
2858,207715.0
2859,110034.0
2860,103955.0
2861,127466.0
2862,211508.0
2863,129109.0
2864,244890.0
2865,140599.0
2866,182238.0
2867,63072.0
2868,121645.0
2869,99034.0
2870,127593.0
2871,63349.0
2872,-5911.0
2873,80187.0
2874,128635.0
2875,115323.0
2876,182927.0
2877,126539.0
2878,149097.0
2879,120328.0
2880,80768.0
2881,133691.0
2882,148673.0
2883,177523.0
2884,202565.0
2885,168704.0
2886,198687.0
2887,108157.0
2888,138115.0
2889,25569.0
2890,50254.0
2891,129653.0
2892,24124.0
2893,65019.0
2894,28360.0
2895,257738.0
2896,240849.0
2897,199394.0
2898,166149.0
2899,221631.0
2900,159305.0
2901,215928.0
2902,191297.0
2903,298019.0
2904,311979.0
2905,42169.0
2906,237516.0
2907,92470.0
2908,112635.0
2909,148684.0
2910,43013.0
2911,49472.0
2912,152955.0
2913,52013.0
2914,37153.0
2915,46015.0
2916,59451.0
2917,168119.0
2918,93963.0
2919,244980.0
